ID;Name;Birthday;Films
10;Andrew Stanton;1965-12-03;[[9487, Screenplay], [9487, Screenplay], [12, Screenplay], [49529, Screenplay], [585, Screenplay], [862, Screenplay], [863, Screenplay], [10193, Screenplay], [10681, Screenplay]]
11;Michael Chabon;1963-05-24;[[49529, Screenplay]]
12;Mark Andrews;1970-01-01;[[62177, Screenplay], [49529, Screenplay], [333355, Writer]]
13;Sam Raimi;1959-10-23;[[766, Screenplay], [16871, Writer], [109428, Screenplay], [765, Screenplay], [559, Screenplay], [764, Screenplay], [11934, Screenplay]]
14;Alvin Sargent;1970-01-01;[[21349, Writer], [3587, Screenplay], [42222, Screenplay], [16619, Screenplay], [558, Screenplay], [559, Screenplay], [1930, Screenplay], [2251, Screenplay]]
15;Ivan Raimi;1970-01-01;[[766, Screenplay], [16871, Writer], [559, Screenplay]]
16;Dan Fogelman;1970-01-01;[[13053, Screenplay], [920, Screenplay], [50646, Screenplay], [256924, Screenplay], [137093, Screenplay], [38757, Screenplay], [82687, Screenplay]]
17;Mark Kennedy;1970-01-01;[[9982, Screenplay], [13700, Screenplay], [38757, Screenplay]]
18;Joss Whedon;1964-06-23;[[8078, Screenplay], [10865, Screenplay], [99861, Writer], [16320, Writer], [24428, Screenplay], [24428, Screenplay], [22970, Screenplay], [7450, Screenplay], [862, Screenplay]]
19;Steve Kloves;1970-01-01;[[672, Screenplay], [674, Screenplay], [767, Screenplay], [671, Screenplay], [673, Screenplay], [1930, Screenplay], [11004, Screenplay]]
20;Chris Terrio;1970-01-01;[[68734, Screenplay], [209112, Screenplay]]
21;Bryan Singer;1965-09-17;[[1452, Screenplay], [36657, Screenplay], [246655, Writer], [36658, Screenplay]]
22;Michael Dougherty;1970-01-01;[[287903, Writer], [1452, Screenplay], [1452, Screenplay], [246655, Writer], [36658, Screenplay]]
23;Dan Harris;1970-01-01;[[25350, Writer], [1452, Screenplay], [1452, Screenplay], [246655, Writer], [36658, Screenplay]]
24;Paul Haggis;1953-03-10;[[36557, Screenplay], [1640, Screenplay], [3683, Screenplay], [6973, Screenplay], [1251, Screenplay], [70, Screenplay], [10764, Screenplay], [43539, Screenplay]]
25;Justin Haythe;1970-01-01;[[4148, Screenplay], [134411, Screenplay], [57201, Screenplay]]
26;Andrew Adamson;1970-01-01;[[94352, Screenplay], [809, Screenplay], [809, Screenplay], [2454, Screenplay], [411, Screenplay]]
27;Christopher Markus;1970-01-01;[[271110, Screenplay], [1771, Screenplay], [100402, Screenplay], [134374, Screenplay], [2454, Screenplay], [411, Screenplay], [10140, Screenplay], [76338, Screenplay], [8141, Screenplay]]
28;Stephen McFeely;1970-01-01;[[271110, Screenplay], [1771, Screenplay], [100402, Screenplay], [134374, Screenplay], [2454, Screenplay], [411, Screenplay], [10140, Screenplay], [76338, Screenplay], [8141, Screenplay]]
29;Zak Penn;1968-01-01;[[8007, Writer], [9947, Writer], [48463, Writer], [332, Screenplay], [9593, Screenplay], [14425, Writer], [8080, Screenplay], [24428, Screenplay], [1724, Screenplay], [36668, Screenplay], [36658, Screenplay]]
30;Lowell Cunningham;1970-01-01;[[41154, Writer]]
31;Etan Cohen;1970-01-01;[[257091, Screenplay], [7512, Screenplay], [41154, Screenplay], [7446, Screenplay]]
32;Peter Jackson;1961-10-31;[[1024, Screenplay], [49051, Screenplay], [122917, Writer], [57158, Screenplay], [120, Screenplay], [122, Screenplay], [121, Screenplay], [7980, Screenplay]]
33;Fran Walsh;1970-01-01;[[1024, Screenplay], [49051, Screenplay], [122917, Writer], [57158, Screenplay], [120, Screenplay], [122, Screenplay], [121, Screenplay], [7980, Screenplay]]
34;Philippa Boyens;1970-01-01;[[49051, Screenplay], [122917, Writer], [57158, Screenplay], [120, Screenplay], [122, Screenplay], [121, Screenplay], [7980, Screenplay]]
35;Guillermo del Toro;1964-10-09;[[46261, Screenplay], [1487, Screenplay], [11253, Screenplay], [68726, Screenplay], [1417, Screenplay], [49051, Screenplay], [122917, Writer], [57158, Screenplay]]
36;James Vanderbilt;1975-11-17;[[10782, Screenplay], [10727, Screenplay], [47933, Screenplay], [1930, Screenplay], [1930, Screenplay], [102382, Screenplay], [34813, Screenplay], [10159, Screenplay], [117251, Writer], [1949, Screenplay]]
37;Brian Helgeland;1970-01-01;[[109410, Screenplay], [9476, Writer], [10131, Screenplay], [9691, Screenplay], [9573, Screenplay], [24418, Screenplay], [8834, Writer], [22972, Writer], [2118, Screenplay], [276907, Writer], [9509, Screenplay], [2112, Screenplay], [20662, Screenplay], [9616, Screenplay], [9922, Screenplay], [18487, Screenplay]]
38;Chris Weitz;1970-01-01;[[245, Screenplay], [8916, Screenplay], [150689, Screenplay], [12107, Screenplay], [2268, Screenplay]]
39;Erich Hoeber;1970-01-01;[[44833, Screenplay], [39514, Writer], [146216, Screenplay], [22787, Screenplay]]
40;Jon Hoeber;1970-01-01;[[44833, Screenplay], [39514, Writer], [146216, Screenplay], [22787, Screenplay]]
41;Rick Jaffa;1970-01-01;[[119450, Writer], [17182, Writer], [205775, Screenplay], [135397, Screenplay], [135397, Screenplay], [61791, Screenplay], [11015, Screenplay]]
42;Amanda Silver;1970-01-01;[[119450, Writer], [17182, Writer], [205775, Screenplay], [135397, Screenplay], [135397, Screenplay], [61791, Screenplay], [11015, Screenplay]]
43;Colin Trevorrow;1976-09-13;[[135397, Screenplay]]
44;Derek Connolly;1970-01-01;[[135397, Screenplay], [84332, Writer]]
45;Stan Lee;1922-12-28;[[558, Screenplay]]
46;Shane Black;1961-12-16;[[68721, Screenplay], [5236, Screenplay], [9593, Screenplay], [11412, Screenplay]]
47;Drew Pearce;1970-01-01;[[68721, Screenplay], [177677, Screenplay]]
48;Linda Woolverton;1970-01-01;[[241259, Screenplay], [12155, Screenplay], [102651, Screenplay], [8587, Screenplay]]
49;Simon Kinberg;1973-08-02;[[72331, Screenplay], [166424, Screenplay], [8247, Screenplay], [787, Screenplay], [10528, Screenplay], [59962, Screenplay], [246655, Writer], [127585, Screenplay], [127585, Screenplay], [36668, Screenplay], [11679, Screenplay]]
50;Daniel Gerson;1970-01-01;[[177572, Screenplay], [62211, Screenplay], [585, Screenplay]]
51;Robert L. Baird;1970-01-01;[[177572, Screenplay], [177572, Screenplay], [62211, Screenplay]]
52;Dan Scanlon;1970-01-01;[[62211, Screenplay]]
53;Ehren Kruger;1970-01-01;[[1073, Screenplay], [4965, Screenplay], [2155, Screenplay], [4234, Screenplay], [4442, Screenplay], [10320, Screenplay], [9913, Writer], [91314, Screenplay], [38356, Screenplay], [8373, Screenplay]]
54;Mitchell Kapner;1970-01-01;[[68728, Screenplay], [2069, Screenplay]]
55;David Lindsay-Abaire;1970-01-01;[[2309, Screenplay], [68728, Screenplay], [27585, Screenplay], [81188, Screenplay], [9928, Screenplay], [9928, Screenplay]]
56;Alex Kurtzman;1970-01-01;[[956, Writer], [13475, Writer], [54138, Screenplay], [102382, Screenplay], [102382, Screenplay], [1635, Screenplay], [1656, Screenplay], [1858, Screenplay], [1858, Screenplay]]
57;Roberto Orci;1973-07-20;[[956, Writer], [13475, Writer], [54138, Screenplay], [102382, Screenplay], [102382, Screenplay], [1635, Screenplay], [1656, Screenplay], [1858, Screenplay], [1858, Screenplay]]
58;Jeff Pinkner;1970-01-01;[[299687, Screenplay], [102382, Screenplay], [102382, Screenplay]]
59;Steven Lisberger;1970-01-01;[[20526, Screenplay]]
60;Richard Jefferies;1970-01-01;[[20526, Screenplay]]
61;Edward Kitsis;1970-01-01;[[20526, Screenplay]]
62;Adam Horowitz;1970-01-01;[[20526, Screenplay]]
63;Ben Queen;1970-01-01;[[49013, Screenplay]]
64;Michael Goldenberg;1970-01-01;[[686, Screenplay], [44912, Screenplay], [675, Screenplay]]
65;Greg Berlanti;1972-05-24;[[44912, Screenplay], [22597, Writer]]
66;Marc Guggenheim;1970-01-01;[[44912, Screenplay], [76285, Screenplay]]
67;Michael Green;1970-01-01;[[44912, Screenplay]]
68;Lee Unkrich;1967-08-08;[[10193, Screenplay]]
69;John Lasseter;1957-01-12;[[9487, Screenplay], [920, Screenplay], [10193, Screenplay]]
70;Michael Arndt;1970-01-01;[[773, Writer], [75612, Screenplay], [101299, Screenplay], [10193, Screenplay]]
71;John D. Brancato;1970-01-01;[[314, Screenplay], [19959, Writer], [296, Screenplay], [296, Screenplay], [534, Writer], [2649, Writer], [1642, Screenplay]]
72;Michael Ferris;1970-01-01;[[314, Screenplay], [19959, Writer], [296, Screenplay], [296, Screenplay], [534, Writer], [2649, Writer], [1642, Screenplay]]
73;Chris Morgan;1970-01-01;[[64686, Screenplay], [9759, Screenplay], [51497, Screenplay], [168259, Writer], [9615, Screenplay], [8909, Screenplay]]
74;Matthew Michael Carnahan;1970-01-01;[[4515, Writer], [16995, Screenplay], [4349, Screenplay], [72190, Screenplay]]
75;Drew Goddard;1970-01-01;[[7191, Screenplay], [22970, Screenplay], [286217, Screenplay], [72190, Screenplay]]
76;Damon Lindelof;1973-04-24;[[70981, Writer], [54138, Screenplay], [158852, Screenplay], [158852, Screenplay], [72190, Screenplay]]
77;Matthew Vaughn;1971-03-07;[[23483, Screenplay], [2270, Screenplay], [48289, Screenplay], [127585, Screenplay], [49538, Writer]]
78;Jane Goldman;1970-06-11;[[23483, Screenplay], [2270, Screenplay], [48289, Screenplay], [65086, Screenplay], [127585, Screenplay], [49538, Writer]]
79;Christopher McQuarrie;1968-01-01;[[137113, Screenplay], [75780, Screenplay], [81005, Screenplay], [177677, Screenplay], [177677, Screenplay], [37710, Screenplay], [629, Writer], [1619, Screenplay], [2253, Screenplay]]
80;David Dobkin;1970-01-01;[[81005, Screenplay], [49524, Screenplay], [205587, Screenplay]]
81;Dan Studney;1970-01-01;[[81005, Screenplay]]
82;Darren Lemke;1970-01-01;[[257445, Screenplay], [81005, Screenplay], [81005, Screenplay], [10192, Writer], [77950, Screenplay]]
83;Baz Luhrmann;1962-09-17;[[6972, Screenplay], [6972, Screenplay], [824, Screenplay], [454, Screenplay], [64682, Screenplay]]
84;Craig Pearce;1970-01-01;[[37950, Screenplay], [37950, Writer], [824, Screenplay], [454, Screenplay], [64682, Screenplay]]
85;Boaz Yakin;1970-01-01;[[272878, Writer], [75656, Screenplay], [75656, Screenplay], [9543, Screenplay], [72387, Writer]]
86;Doug Miro;1970-01-01;[[9543, Screenplay], [13922, Screenplay], [27022, Screenplay]]
87;Carlo Bernard;1970-01-01;[[9543, Screenplay], [13922, Screenplay], [27022, Screenplay]]
88;Travis Beacham;1970-01-01;[[18823, Screenplay], [68726, Screenplay], [68726, Screenplay]]
89;George Lucas;1944-05-14;[[838, Screenplay], [217, Screenplay], [87, Screenplay], [85, Screenplay], [1892, Screenplay], [1892, Screenplay], [11, Writer], [333355, Writer], [1893, Screenplay], [1894, Screenplay], [1895, Screenplay], [1891, Screenplay]]
90;David Koepp;1963-06-09;[[13448, Screenplay], [217, Screenplay], [137094, Screenplay], [329, Screenplay], [954, Screenplay], [4547, Writer], [49526, Writer], [1586, Screenplay], [8688, Screenplay], [8688, Screenplay], [557, Screenplay], [11601, Screenplay], [330, Screenplay], [8850, Screenplay], [6795, Screenplay]]
91;Jeff Nathanson;1970-01-01;[[640, Screenplay], [217, Screenplay], [5175, Screenplay], [5174, Screenplay], [1639, Screenplay], [26486, Writer], [594, Screenplay], [59108, Screenplay]]
92;Bob Peterson;1970-01-01;[[12, Screenplay], [105864, Screenplay], [14160, Screenplay], [14160, Screenplay]]
93;Peter Sohn;1970-01-01;[[12, Screenplay], [105864, Screenplay]]
94;Kelsey Mann;1970-01-01;[[105864, Screenplay]]
95;Erik Benson;1970-01-01;[[105864, Screenplay]]
96;Meg LeFauve;1970-01-01;[[150540, Screenplay], [105864, Screenplay], [105864, Screenplay]]
97;Irene Mecchi;1970-01-01;[[62177, Screenplay], [10545, Screenplay], [8587, Screenplay]]
98;Brenda Chapman;1970-01-01;[[62177, Screenplay], [62177, Screenplay]]
99;Steve Purcell;1970-01-01;[[62177, Screenplay]]
100;Nick Sung;1970-01-01;[[62177, Screenplay]]
101;Simon Pegg;1970-02-14;[[4638, Screenplay], [39513, Writer], [7942, Screenplay], [747, Screenplay], [188927, Screenplay], [107985, Writer]]
102;Doug Jung;1970-01-01;[[10743, Screenplay], [188927, Screenplay]]
103;Jim Reardon;1970-01-01;[[10681, Screenplay], [82690, Screenplay]]
104;Harald Kloser;1970-01-01;[[14161, Writer]]
105;Roland Emmerich;1955-11-10;[[14161, Writer], [602, Screenplay], [47933, Screenplay]]
106;Robert Zemeckis;1952-05-14;[[11519, Writer], [17979, Screenplay], [105, Writer], [165, Screenplay], [196, Screenplay], [5255, Screenplay], [285783, Screenplay]]
107;Lilly Wachowski;1970-01-01;[[9691, Screenplay], [9303, Screenplay], [83542, Screenplay], [76757, Writer], [7459, Writer], [603, Writer], [604, Screenplay], [605, Screenplay], [752, Screenplay]]
108;Lana Wachowski;1965-06-21;[[9691, Screenplay], [9303, Screenplay], [83542, Screenplay], [76757, Writer], [7459, Writer], [603, Writer], [604, Screenplay], [605, Screenplay], [752, Screenplay]]
109;Stuart Beattie;1970-01-01;[[4513, Screenplay], [6972, Screenplay], [1538, Writer], [8999, Screenplay], [14869, Screenplay], [100241, Screenplay], [258489, Screenplay]]
110;Edgar Rice Burroughs;1970-01-01;[[258489, Screenplay]]
111;Craig Brewer;1970-01-01;[[7874, Screenplay], [10476, Screenplay], [258489, Screenplay]]
112;John Collee;1970-01-01;[[9836, Writer], [8619, Screenplay], [258489, Writer], [77951, Writer]]
113;Adam Cozad;1970-01-01;[[137094, Screenplay], [258489, Screenplay]]
114;Ann Peacock;1970-01-01;[[8359, Screenplay], [411, Screenplay]]
115;Pete Docter;1968-10-09;[[150540, Screenplay], [150540, Screenplay], [14160, Screenplay], [14160, Screenplay]]
116;Tom McCarthy;1970-01-01;[[198185, Screenplay], [314365, Writer], [14160, Screenplay]]
117;Wallace Wolodarsky;1970-01-01;[[82650, Writer], [15512, Screenplay], [10186, Screenplay]]
118;Glenn Berger;1970-01-01;[[55301, Writer], [23398, Writer], [9502, Screenplay], [49444, Screenplay], [140300, Writer], [15512, Screenplay], [228165, Screenplay]]
119;Jonathan Aibel;1970-01-01;[[55301, Writer], [23398, Writer], [9502, Screenplay], [49444, Screenplay], [140300, Writer], [15512, Screenplay], [228165, Screenplay]]
120;Maya Forbes;1970-01-01;[[82650, Writer], [15512, Screenplay], [10186, Screenplay]]
121;Rob Letterman;1970-01-01;[[15512, Screenplay], [10555, Screenplay]]
122;Art Marcum;1970-01-01;[[1726, Screenplay], [13056, Writer]]
123;Matt Holloway;1970-01-01;[[1726, Screenplay], [13056, Writer]]
124;Brian Selznick;1970-01-01;[[44826, Writer]]
125;Jeffrey Price;1970-01-01;[[8871, Screenplay], [17379, Screenplay], [810, Screenplay], [8487, Screenplay]]
126;Peter S. Seaman;1970-01-01;[[8871, Screenplay], [17379, Screenplay], [810, Screenplay], [8487, Screenplay]]
127;Brent Maddock;1970-01-01;[[9362, Screenplay], [8487, Screenplay]]
128;S. S. Wilson;1970-01-01;[[9362, Screenplay], [8487, Screenplay]]
129;Miles Millar;1970-01-01;[[11451, Screenplay], [46529, Screenplay], [944, Screenplay], [6038, Screenplay], [8584, Screenplay], [1735, Screenplay]]
130;Alfred Gough;1970-01-01;[[11451, Screenplay], [46529, Screenplay], [944, Screenplay], [6038, Screenplay], [8584, Screenplay], [1735, Screenplay]]
131;David Ayer;1968-01-18;[[4911, Screenplay], [77016, Screenplay], [228150, Writer], [9257, Screenplay], [144336, Writer], [297761, Writer], [9799, Screenplay], [2034, Screenplay], [3536, Screenplay]]
132;Steve Oedekerk;1961-11-27;[[9273, Screenplay], [310, Screenplay], [2698, Screenplay], [12589, Screenplay], [11676, Screenplay], [10312, Screenplay], [9327, Screenplay]]
133;John-Henry Butterworth;1970-01-01;[[137113, Screenplay], [38363, Screenplay], [239566, Screenplay]]
134;David Elliot;1970-01-01;[[8292, Writer], [14869, Screenplay], [10685, Screenplay]]
135;Paul Lovett;1970-01-01;[[8292, Writer], [14869, Screenplay]]
136;Josh Cooley;1970-01-01;[[150540, Screenplay]]
137;Justin Marks;1970-01-01;[[15268, Screenplay], [278927, Screenplay]]
138;Justin Theroux;1971-08-10;[[10138, Screenplay], [80585, Screenplay], [7446, Screenplay], [7446, Screenplay], [329833, Writer]]
139;John Lee Hancock;1970-01-01;[[8197, Screenplay], [58595, Screenplay], [10733, Screenplay], [22881, Writer]]
140;Hossein Amini;1970-01-01;[[64686, Screenplay], [64690, Screenplay], [205588, Writer], [58595, Screenplay], [9093, Screenplay]]
141;Evan Daugherty;1970-01-01;[[157350, Screenplay], [58595, Screenplay], [98566, Writer]]
142;Mark Bomback;1970-01-01;[[119450, Writer], [11058, Screenplay], [262500, Screenplay], [1571, Screenplay], [1571, Screenplay], [13836, Writer], [76170, Screenplay], [44048, Writer]]
143;Roland Joff;1970-01-01;[[79698, Writer], [45054, Screenplay]]
144;Ajey Jhankar;1970-01-01;[[79698, Screenplay]]
145;William Steig;1970-01-01;[[10192, Writer]]
146;Josh Klausner;1970-01-01;[[35056, Writer], [10192, Writer]]
147;Brad Bird;1957-09-24;[[2062, Screenplay], [10386, Screenplay], [158852, Screenplay], [158852, Screenplay]]
148;Jeff Jensen;1970-01-01;[[158852, Screenplay]]
149;Jordan Roberts;1970-01-01;[[177572, Screenplay]]
150;Joseph Mateo;1970-01-01;[[177572, Screenplay]]
151;Rich Moore;1970-01-01;[[82690, Screenplay]]
152;Phil Johnston;1970-01-01;[[52067, Screenplay], [82690, Screenplay]]
153;Jennifer Lee;1970-01-01;[[109445, Screenplay], [109445, Screenplay], [82690, Screenplay]]
154;William Broyles Jr.;1970-01-01;[[568, Screenplay], [8358, Screenplay], [1844, Screenplay], [3683, Screenplay], [5255, Screenplay], [2251, Screenplay]]
155;Dean Devlin;1962-08-27;[[602, Screenplay], [47933, Screenplay]]
156;Nicolas Wright;1970-01-01;[[47933, Screenplay]]
157;James A. Woods;1970-01-01;[[47933, Screenplay]]
158;Chris Sanders;1970-01-01;[[812, Screenplay], [10191, Screenplay], [11544, Screenplay], [10674, Screenplay], [49519, Screenplay]]
159;Dean DeBlois;1970-06-07;[[10191, Screenplay], [82702, Writer], [11544, Screenplay]]
160;Will Davies;1970-01-01;[[10191, Screenplay]]
161;Tedi Sarafian;1970-01-01;[[9067, Screenplay], [296, Screenplay]]
162;James Gunn;1970-08-05;[[924, Screenplay], [118340, Screenplay], [87818, Writer], [9637, Screenplay], [11024, Screenplay], [9035, Writer], [45132, Screenplay], [29015, Writer]]
163;Nicole Perlman;1970-01-01;[[118340, Screenplay]]
164;Hideaki Anno;1970-01-01;[[315011, Screenplay]]
165;Gary Scott Thompson;1970-01-01;[[584, Screenplay], [3489, Screenplay], [13006, Writer], [9799, Screenplay]]
166;Erik Bergquist;1970-01-01;[[9799, Screenplay]]
167;Eric Roth;1945-03-22;[[8489, Screenplay], [64685, Screenplay], [13, Screenplay], [1950, Screenplay], [1950, Screenplay], [612, Screenplay], [4922, Screenplay], [547, Screenplay], [9008, Screenplay], [9922, Screenplay]]
168;Ashley Edward Miller;1970-01-01;[[10923, Screenplay], [10195, Screenplay], [49538, Writer]]
169;Zack Stentz;1970-01-01;[[10923, Screenplay], [10195, Screenplay], [49538, Writer]]
170;Danny Strong;1974-06-06;[[132363, Writer], [131631, Screenplay], [131634, Screenplay]]
171;Peter Craig;1970-01-01;[[131631, Screenplay], [131634, Screenplay], [23168, Screenplay]]
172;Mark Protosevich;1970-01-01;[[6479, Screenplay], [503, Screenplay], [8843, Screenplay]]
173;Jon Zack;1970-01-01;[[14369, Writer], [810, Screenplay]]
174;Charles Leavitt;1970-01-01;[[1372, Screenplay], [1372, Screenplay], [205775, Screenplay], [205775, Screenplay], [167, Screenplay], [68737, Screenplay], [14325, Writer], [68735, Screenplay]]
175;Duncan Jones;1971-05-30;[[17431, Screenplay], [68735, Screenplay]]
176;Chris Metzen;1973-11-22;[[68735, Screenplay]]
177;Laeta Kalogridis;1970-01-01;[[1966, Screenplay], [3040, Screenplay], [11324, Screenplay], [87101, Screenplay]]
178;Patrick Lussier;1970-01-01;[[47327, Writer], [87101, Screenplay]]
179;Michael Petroni;1970-01-01;[[11979, Screenplay], [203833, Writer], [10140, Screenplay], [16857, Writer], [48171, Writer]]
180;Randall Wallace;1970-01-01;[[197, Screenplay], [236751, Screenplay], [676, Screenplay], [9313, Screenplay], [10590, Screenplay]]
181;John Rogers;1970-01-01;[[13496, Screenplay], [314, Screenplay], [9341, Writer], [1858, Screenplay]]
182;Oliver Stone;1946-09-15;[[1966, Screenplay], [9563, Screenplay], [2604, Screenplay], [9387, Screenplay], [820, Screenplay], [10858, Screenplay], [792, Screenplay], [6106, Writer], [82525, Screenplay], [111, Screenplay], [10132, Screenplay], [10537, Writer], [10673, Writer]]
183;Christopher Kyle;1970-01-01;[[1966, Screenplay], [8665, Screenplay]]
184;Vincent Ngo;1970-01-01;[[8960, Screenplay]]
185;Vince Gilligan;1967-02-10;[[8960, Screenplay], [12257, Screenplay]]
186;Akiva Goldsman;1962-07-07;[[453, Screenplay], [1645, Screenplay], [13448, Screenplay], [414, Screenplay], [921, Screenplay], [6479, Screenplay], [2048, Screenplay], [262500, Screenplay], [2157, Screenplay], [6435, Screenplay], [299687, Screenplay], [10731, Screenplay], [591, Screenplay], [137321, Screenplay]]
187;Roald Dahl;1916-09-13;[[118, Screenplay], [267935, Screenplay], [252, Screenplay], [667, Screenplay]]
188;John August;1970-01-01;[[587, Screenplay], [118, Screenplay], [4327, Screenplay], [9471, Screenplay], [3933, Screenplay], [62213, Screenplay], [62214, Screenplay], [9430, Screenplay], [7450, Screenplay]]
189;Thomas Lennon;1970-08-09;[[11451, Screenplay], [1593, Screenplay], [18360, Screenplay], [181533, Screenplay], [10022, Screenplay]]
190;David Benioff;1970-09-25;[[1429, Screenplay], [7445, Screenplay], [7979, Screenplay], [652, Screenplay], [2080, Screenplay]]
191;Skip Woods;1970-12-04;[[47964, Screenplay], [1620, Screenplay], [144336, Writer], [2080, Writer]]
192;Chris Buck;1970-01-01;[[109445, Screenplay], [10530, Screenplay], [9408, Screenplay]]
193;Shane Morris;1970-01-01;[[109445, Screenplay]]
194;Robert Rodat;1953-01-01;[[857, Screenplay], [2024, Screenplay], [76338, Screenplay]]
195;Don Payne;1970-01-01;[[1979, Screenplay], [4474, Screenplay], [10195, Screenplay], [76338, Screenplay]]
196;Christopher Yost;1970-01-01;[[76338, Screenplay]]
197;George Miller;1945-03-03;[[9598, Screenplay], [9447, Screenplay], [9836, Writer], [65759, Writer], [9659, Screenplay], [9659, Screenplay], [8810, Screenplay], [9355, Screenplay], [76341, Writer]]
198;Nick Lathouris;1970-01-01;[[76341, Writer]]
199;Brendan McCarthy;1970-01-01;[[76341, Writer]]
200;J. Michael Straczynski;1954-07-17;[[3580, Screenplay], [22832, Writer], [10195, Screenplay], [52520, Screenplay]]
201;Chris Williams;1970-01-01;[[13053, Screenplay], [11688, Screenplay]]
202;Cormac Wibberley;1970-01-01;[[8961, Screenplay], [9471, Screenplay], [19585, Screenplay], [8427, Screenplay], [2059, Screenplay], [8452, Screenplay]]
203;Marianne Wibberley;1970-01-01;[[8961, Screenplay], [9471, Screenplay], [19585, Screenplay], [8427, Screenplay], [2059, Screenplay], [8452, Screenplay]]
204;Tim Firth;1970-01-01;[[19585, Screenplay]]
205;David Leslie Johnson;1970-01-01;[[21208, Screenplay], [49730, Writer], [259693, Writer], [57165, Screenplay]]
206;Dan Mazeau;1970-01-01;[[57165, Screenplay]]
207;Seth Grahame-Smith;1970-01-01;[[72331, Screenplay], [62213, Screenplay], [62213, Screenplay]]
208;Curt Siodmak;1970-01-01;[[7978, Screenplay]]
209;Andrew Kevin Walker;1970-01-01;[[8224, Screenplay], [807, Screenplay], [7978, Screenplay]]
210;David Self;1970-01-01;[[4147, Screenplay], [11618, Screenplay], [7978, Screenplay], [11973, Screenplay]]
211;Jerry Seinfeld;1954-04-29;[[5559, Screenplay]]
212;Spike Feresten;1964-09-03;[[5559, Screenplay]]
213;Barry Marder;1970-01-01;[[5559, Screenplay]]
214;Andy Robin;1970-01-01;[[5559, Screenplay]]
215;M. Night Shyamalan;1970-08-06;[[82700, Screenplay], [44040, Screenplay], [9697, Screenplay], [2675, Writer], [10137, Screenplay], [8645, Screenplay], [10196, Writer], [745, Writer], [6947, Writer], [298312, Writer], [9741, Writer]]
216;J.J. Abrams;1970-01-01;[[95, Screenplay], [10866, Writer], [956, Writer], [37686, Writer]]
217;Simon Wells;1970-01-01;[[50321, Screenplay]]
218;Dick Clement;1970-01-01;[[4688, Screenplay], [11619, Screenplay], [11619, Screenplay], [9763, Screenplay], [8848, Screenplay]]
219;William Davies;1970-01-01;[[11619, Screenplay], [58233, Writer], [417859, Screenplay], [9493, Screenplay]]
220;Ian La Frenais;1970-01-01;[[4688, Screenplay], [11619, Screenplay], [11619, Screenplay], [9763, Screenplay], [8848, Screenplay]]
221;Peter Lord;1970-01-01;[[7443, Screenplay], [11619, Screenplay]]
222;Sam Fell;1970-01-01;[[11619, Screenplay]]
223;Joe Keenan;1970-01-01;[[11619, Screenplay]]
224;Christopher Lloyd;1960-06-18;[[11619, Screenplay]]
225;Pilar Flynn;1970-01-01;[[11619, Screenplay]]
226;Jason Fuchs;1970-01-01;[[57800, Screenplay], [266647, Screenplay]]
227;Craig Wright;1970-01-01;[[82703, Screenplay]]
